fraktion,wort,tfidf,rang
SPD,mieterin,5.3e-05,20
SPD,insofern,5.1e-05,21
SPD,sozialdemokratin,5.1e-05,22
SPD,zusammenhalt,4.9e-05,23
SPD,intensiv,4.7e-05,24
SPD,opfer,4.7e-05,25
SPD,angebot,4.5e-05,26
SPD,gesellschaftleichen,4.5e-05,27
SPD,kommunal,4.4e-05,28
SPD,knapp,4.3e-05,29
SPD,übernehmen,4.2e-05,30
SPD,sondervermögen,4.2e-05,31
SPD,technisch,4.2e-05,32
SPD,stärken,4.1e-05,33
SPD,information,4e-05,34
SPD,jüdin,4e-05,35
SPD,erfahrung,4e-05,36
SPD,klug,3.9e-05,37
SPD,konstruktiv,3.8e-05,38
SPD,bayern,3.8e-05,39
SPD,behörde,3.8e-05,40
SPD,regierungsentwurf,3.8e-05,41
SPD,gelingen,3.8e-05,42
SPD,januar,3.7e-05,43
SPD,fokus,3.7e-05,44
SPD,einrichtung,3.6e-05,45
SPD,austausch,3.6e-05,46
SPD,einzelplan,3.6e-05,47
SPD,justiz,3.5e-05,48
SPD,entwickeln,3.5e-05,49
SPD,belastung,3.4e-05,50
SPD,vorhaben,3.4e-05,51
SPD,potenzial,3.4e-05,52
SPD,legislaturperiode,3.4e-05,53
SPD,mobilität,3.3e-05,54
SPD,abschluss,3.3e-05,55
SPD,sommer,3.3e-05,56
SPD,dezember,3.2e-05,57
SPD,rechtlich,3.1e-05,58
SPD,bisherig,3.1e-05,59
SPD,zügig,3.1e-05,60
SPD,artikel,3.1e-05,61
SPD,nation,3.1e-05,62
SPD,effektiv,3.1e-05,63
SPD,ermöglich,3e-05,64
SPD,fachkräfte,3e-05,65
SPD,hass,3e-05,66
SPD,produkt,3e-05,67
SPD,behinderung,3e-05,68
SPD,abkommen,2.9e-05,69
SPD,dementsprechend,2.9e-05,70
SPD,kennen,2.9e-05,71
SPD,ermöglichen,2.9e-05,72
SPD,nutzung,2.9e-05,73
SPD,mitbürgerin,2.8e-05,74
SPD,beschließ,2.8e-05,75
SPD,geflüchtet,2.8e-05,76
SPD,menge,2.8e-05,77
SPD,lesung,2.8e-05,78
SPD,gelegenheit,2.7e-05,79
SPD,ehrenamtlich,2.7e-05,80
SPD,ressource,2.7e-05,81
SPD,beschluss,2.6e-05,82
SPD,bundesländern,2.6e-05,83
SPD,attraktiv,2.6e-05,84
SPD,fällen,2.6e-05,85
SPD,klimaneutral,2.6e-05,86
SPD,mitarbeiterin,2.6e-05,87
SPD,transformationsstrompreis,2.6e-05,88
SPD,fachkräfteeinwanderungsgesetz,2.6e-05,89
SPD,branche,2.6e-05,90
SPD,unmittelbar,2.6e-05,91
SPD,infektionslagen,2.5e-05,92
SPD,maßgeblich,2.5e-05,93
SPD,umsetz,2.5e-05,94
SPD,hierfür,2.5e-05,95
SPD,wettbewerb,2.5e-05,96
SPD,wahlperiode,2.5e-05,97
SPD,sport,2.5e-05,98
SPD,besseren,2.5e-05,99
SPD,tätig,2.4e-05,100
